Rk	name	category	team	R1	R2	R3	R4	R5	Total	Avg	Stdev
79=	Katarina Lazic	ESL	Mater dea	74	76	75	78	78	381	76.20	1.60
79=	Rina Baljak	Novice, ESL	Zagreb LR	73	79	78	76	75	381	76.20	2.14
81=	Andreea Moldovan	ESL	Silver Blue	77	73	75	78	77	380	76.00	1.79
81=	György Nemes	ESL	Mission Impactable	75	78	75	77	75	380	76.00	1.26
81=	Daniel Riechmann Mendez		Strijp 1A	76	77	75	75	77	380	76.00	0.89
81=	Dušan Ninković	Novice, ESL	No answer	74	77	75	77	77	380	76.00	1.26
81=	Katarina Backović	Novice, ESL	No answer	75	76	76	77	76	380	76.00	0.63
81=	Murad Ektilat	ESL	Technion I&amp;M	78	75	77	73	77	380	76.00	1.79
81=	Nadav Kiri	ESL	Technion K&amp;W	77	76	72	78	77	380	76.00	2.10
88=	András Meleg	ESL	Mission Impactable	76	78	75	75	75	379	75.80	1.17
88=	Jonathan Krapp	ESL	AnglerMerkel	79	78	73	73	76	379	75.80	2.48
88=	Omer Abramovich	ESL	POIs on the chat please	78	74	76	76	75	379	75.80	1.33
88=	Eta Krpanec	ESL	No pandemics or car crashes will st	78	75	76	77	73	379	75.80	1.72
92=	Dennis Güldenmeister	ESL	AnglerMerkel	79	77	73	73	76	378	75.60	2.33
92=	Inbal Geva	ESL	Technion I&amp;M	76	74	76	76	76	378	75.60	0.80
92=	Yael Wolff	ESL	Technion K&amp;W	77	75	71	80	75	378	75.60	2.94
92=	Shane Lindsay		USAFA SL &amp; CR	76	77	78	75	72	378	75.60	2.06
92=	Pavle Mackic	ESL	Mater dea	74	75	76	76	77	378	75.60	1.02
92=	Teja Sapač	Novice, ESL	Ljubljana 3 The Movie #1: Spring of	77	75	76	78	72	378	75.60	2.06
92=	Ahmed Hussain	Novice	Oxford C	77	75	73	79	74	378	75.60	2.15
99=	Ruben Mate Jengibarjan		BP Avengers	75	73	74	79	76	377	75.40	2.06
99=	Connor Rude		USAFA SL &amp; CR	75	76	77	75	74	377	75.40	1.02
99=	Patrick Mayhew	Novice	Oxford C	77	75	74	77	74	377	75.40	1.36
102=	Jorn Veenendaal		Strijp 1A	75	76	74	75	76	376	75.20	0.75
102=	Andrijana Stojkovic	Novice, ESL	Breaking news	76	76	73	77	74	376	75.20	1.47
102=	Anna Sawicka	Novice, ESL	Purple Panthers	76	75	74	75	76	376	75.20	0.75
105=	Theo Simion	ESL	Silver Blue	77	73	74	75	76	375	75.00	1.41
105=	Roi Cohen	ESL	POIs on the chat please	76	74	75	76	74	375	75.00	0.89
105=	Tara O&#x27;Sullivan		Purple Panthers	76	73	73	76	77	375	75.00	1.67
108	Peter Kiss	Novice, ESL	BP Avengers	75	72	73	78	76	374	74.80	2.14
109=	Hanno Artur Särg	ESL	Speed and Power	78	76	75	72	72	373	74.60	2.33
109=	Saskia Bergmann	ESL	Trash&amp;Treasures	75	75	76	73	74	373	74.60	1.02
111=	Kristofer	Novice, ESL	Sciences Po A	75	76	73	74	74	372	74.40	1.02
111=	Emma Engel		make words not war	74	73	75	76	74	372	74.40	1.02
113=	Anna Strbka	Novice, ESL	EJG Hápika	76	72	74	75	74	371	74.20	1.33
113=	Dániel Gonda	Novice, ESL	EJG Hápika	76	73	74	73	75	371	74.20	1.17
113=	Izar Schärf		make words not war	74	74	76	73	74	371	74.20	0.98
113=	Uri Hendrik Scholten	ESL	The Sun in our hearts	76	74	75	73	73	371	74.20	1.17
113=	Yakun Yang	ESL	The Sun in our hearts	73	74	74	75	75	371	74.20	0.75
118=	Jakub Bąchor	Novice, ESL	Little Bakugans	73	74	74	77	72	370	74.00	1.67
118=	Michał Wawrzyńczak	Novice, ESL	Little Bakugans	74	73	75	76	72	370	74.00	1.41
118=	Katarina Maljković	ESL	Judas and the Thirty Silvers	73	77	77	72	71	370	74.00	2.53
118=	Kadri Kivisik	ESL	Take De Bait	73	75	77	73	72	370	74.00	1.79
122=	Ruoyu Xing	Novice, ESL	Sacher	75	75	71	73	75	369	73.80	1.60
122=	Daria Rożniakowska	Novice, ESL	Giraffe &amp; Owl	73	74	74	75	73	369	73.80	0.75
122=	Aarsh Ashdhir	Novice, ESL	Sciences Po A	73	76	72	73	75	369	73.80	1.47
125	Teresa Kulej	Novice, ESL	Giraffe &amp; Owl	73	73	76	74	72	368	73.60	1.36
126=	Albert Schlierf	Novice, ESL	Munich B	69	75	73	76	74	367	73.40	2.42
126=	Felix Wimbauer	ESL	Munich B	70	74	74	76	73	367	73.40	1.96
128=	Barnabás Nagy	Novice, ESL	EJG Prove Us Wrong	75	75	73	73	70	366	73.20	1.83
128=	Chloë Weber	Novice	The Weber-Garbe Incident	77	70	72	69	78	366	73.20	3.66
128=	Mateo Pažin	ESL	Judas and the Thirty Silvers	71	76	75	74	70	366	73.20	2.32
131=	Allyn Nelissen	ESL	Chopin Liszt	76	75	70	75	69	365	73.00	2.90
131=	Tristan Tomilin	ESL	Trucido	77	72	73	69	74	365	73.00	2.61
133	Veiko Kapp	ESL	Take De Bait	71	75	75	72	71	364	72.80	1.83
134=	Balázs Cserneczky	Novice, ESL	EJG Prove Us Wrong	73	74	73	75	68	363	72.60	2.42
134=	Obrad Kostic	Novice, ESL	Principled debating	73	73	72	70	75	363	72.60	1.62
134=	Vuk Popadic	Novice, ESL	Principled debating	72	73	71	72	75	363	72.60	1.36
134=	Olga Rybałt	Novice	Munich O&#x27;Galexi	72	73	72	76	70	363	72.60	1.96
134=	Kai Garbe	ESL	The Weber-Garbe Incident	76	71	71	69	76	363	72.60	2.87
134=	Adeyimika Adetunji	Novice	Speed and Power	76	76	73	71	67	363	72.60	3.38
134=	Lorcan O&#x27;Brien		The Twitterati	74	71	71	76	71	363	72.60	2.06
141=	Alexander Prommesberger	Novice, ESL	Munich O&#x27;Galexi	72	72	72	76	70	362	72.40	1.96
141=	Aleksandra Dohren	Novice, ESL	Sacher	74	74	69	73	72	362	72.40	1.85
143	Rares Catalin Rus	Novice, ESL	Trucido	75	71	73	69	73	361	72.20	2.04
144=	Zuzanna Rubaszewska	Novice, ESL	Fake it till you make it	73	72	70	71	74	360	72.00	1.41
144=	Tomoya Nakamura	ESL	Chopin Liszt	75	74	70	73	68	360	72.00	2.61
144=	Markus Pollak	ESL	CEU Debate Society	74	77	72	62	75	360	72.00	5.25
144=	Jonathan Kelly		The Twitterati	74	73	72	74	67	360	72.00	2.61
148=	Anna Viktória Pintér	Novice, ESL	The real Mc&#x27;s of MCC	73	76	69	73	68	359	71.80	2.93
148=	Nadia Mayer	Novice, ESL	Papa Smurf is a leader of utopian c	72	74	73	73	67	359	71.80	2.48
150	Anna Shkilenok	Novice, ESL	Multitran	72	67	73	75	71	358	71.60	2.65
151=	Márkus Jáfet József	Novice, ESL	The real Mc&#x27;s of MCC	74	75	70	70	68	357	71.40	2.65
151=	Mikołaj Piekutowski	Novice, ESL	Fake it till you make it	72	72	71	70	72	357	71.40	0.80
151=	Patricia Nae	ESL	CEU Debate Society	73	75	72	62	75	357	71.40	4.84
154	Illés Katona	Novice, ESL	MCC A	75	74	74	67	66	356	71.20	3.87
155	Sámuel Kálló	Novice, ESL	MCC A	74	74	74	66	66	354	70.80	3.92
156	Bianca de Bruijn	ESL	Still an Open secret	73	75	72	63	70	353	70.60	4.13
157=	Nóra Noémi Kovács	Novice, ESL	EJG Barika	74	75	67	65	71	352	70.40	3.88
157=	Ivan Martsev	Novice	Multitran	72	66	71	74	69	352	70.40	2.73
159=	Tacey Emily Inez	Novice	EJG Barika	74	74	67	66	70	351	70.20	3.37
159=	Eric Ehigie	Novice	Leuven Debating Society	71	72	74	66	68	351	70.20	2.86
161	Roland Csontos	Novice, ESL	Funkalinka drinking Unicum	73	68	71	67	71	350	70.00	2.19
162	Luuk Hakvoort	Novice, ESL	The austrian-dutch coalition	70	71	70	69	68	348	69.60	1.02
163	Andor Tóth	Novice, ESL	MCCXXII	74	70	69	67	67	347	69.40	2.58
164	Andor Csíkász		MCCXXII	75	69	69	67	66	346	69.20	3.12
165	Rolf Van Der Burgt		Leuven Debating Society	69	72	71	65	67	344	68.80	2.56
166	Gáspár Dániel	Novice	Funkalinka drinking Unicum	69	66	71	65	70	341	68.20	2.32
167	Speaker 1		Swing C	77	76	—	75	74	302	75.50	1.12
168	Speaker 1		Swing B	74	73	75	79	—	301	75.25	2.28
169	Noah van Dansik	ESL	Trash&amp;Treasures	74	74	76	73	—	297	74.25	1.09
170	Dawid Hajkowski	Novice, ESL	Papa Smurf is a leader of utopian c	71	69	72	71	—	283	70.75	1.09
171	Louiza Reysen	ESL	Still an Open secret	72	72	70	63	—	277	69.25	3.70
172	Grzegorz Roguszczak		The austrian-dutch coalition	—	—	71	68	70	209	69.67	1.25
173	Patrick Hanley	Novice	The austrian-dutch coalition	73	70	—	—	—	143	71.50	1.50
174	Speaker 2		Swing C	—	—	80	—	—	80	80.00	0.00
175	Speaker 2		Swing A	—	76	—	—	—	76	76.00	0.00
176	Speaker 2		Swing B	—	—	—	—	70	70	70.00	0.00
177	Žiga Koren	Novice, ESL	Ljubljana 3 The Movie #1: Spring of	—	—	—	—	—	—	—	—
