team	result	side	ballot	adjudicators
Purple Panthers	3rd	Opening Opposition	View Ballot	Matthew HamerⒸ , Anabel Dautovic
Munich B	2nd	Closing Government	View Ballot	Matthew HamerⒸ , Anabel Dautovic
Giraffe &amp; Owl	4th	Closing Opposition	View Ballot	Matthew HamerⒸ , Anabel Dautovic
Breaking news	3rd	Opening Government	View Ballot	Craig McDonaldⒸ , Alexandra Szemere , Muhammad Nabeel RahimⓉ
EJG Prove Us Wrong	4th	Opening Government	View Ballot	Marina KojićⒸ , Martin Sell
Swing B	2nd	Opening Opposition	View Ballot	Marina KojićⒸ , Martin Sell
The Twitterati	3rd	Closing Government	View Ballot	Marina KojićⒸ , Martin Sell
Technion K&amp;W	1st	Closing Opposition	View Ballot	Marina KojićⒸ , Martin Sell
Silver Blue	1st	Opening Opposition	View Ballot	Assaph HananyⒸ , Kristofers Kārlis Krūmiņš , Veronica Minesso
Speed and Power	3rd	Closing Government	View Ballot	Assaph HananyⒸ , Kristofers Kārlis Krūmiņš , Veronica Minesso
Trucido	4th	Closing Opposition	View Ballot	Assaph HananyⒸ , Kristofers Kārlis Krūmiņš , Veronica Minesso
One of us sleeps with Polish men an	4th	Opening Government	View Ballot	Marta VasićⒸ , Boris Dragandzhikov , Guyberli van Thuijl
ACS A	3rd	Opening Opposition	View Ballot	Marta VasićⒸ , Boris Dragandzhikov , Guyberli van Thuijl
Fe2O3•nH2O	1st	Closing Government	View Ballot	Marta VasićⒸ , Boris Dragandzhikov , Guyberli van Thuijl
HUJI Right Here, RN	2nd	Closing Opposition	View Ballot	Marta VasićⒸ , Boris Dragandzhikov , Guyberli van Thuijl
Little Bakugans	2nd	Closing Opposition	View Ballot	Robert RaosⒸ , Sinziana Stanciu
Stealth R Us	3rd	Opening Government	View Ballot	Caoimhin HamillⒸ , Lucija Ivanuša , Stanislaus SteinⓉ
Schnitzels get stitches	4th	Opening Opposition	View Ballot	Caoimhin HamillⒸ , Lucija Ivanuša , Stanislaus SteinⓉ
floccinaucinihilipilification	1st	Closing Government	View Ballot	Caoimhin HamillⒸ , Lucija Ivanuša , Stanislaus SteinⓉ
Haifa T&amp;O	2nd	Closing Opposition	View Ballot	Caoimhin HamillⒸ , Lucija Ivanuša , Stanislaus SteinⓉ
