team	result	side	ballot	adjudicators
Mango	1st	Opening Opposition	View Ballot	Mukhtar TashkenbayevⒸ , Aleksandra Auksztulewicz , Guyberli van ThuijlⓉ
Giraffe &amp; Owl	4th	Closing Government	View Ballot	Mukhtar TashkenbayevⒸ , Aleksandra Auksztulewicz , Guyberli van ThuijlⓉ
Oxford C	2nd	Closing Opposition	View Ballot	Mukhtar TashkenbayevⒸ , Aleksandra Auksztulewicz , Guyberli van ThuijlⓉ
Strijp 1A	2nd	Opening Government	View Ballot	Ilija IvaniševićⒸ , Lucija Ivanuša , Muhammad Nabeel RahimⓉ
The real Mc&#x27;s of MCC	3rd	Opening Opposition	View Ballot	Ilija IvaniševićⒸ , Lucija Ivanuša , Muhammad Nabeel RahimⓉ
Fake it till you make it	4th	Closing Government	View Ballot	Ilija IvaniševićⒸ , Lucija Ivanuša , Muhammad Nabeel RahimⓉ
Munich A	1st	Closing Opposition	View Ballot	Ilija IvaniševićⒸ , Lucija Ivanuša , Muhammad Nabeel RahimⓉ
Schnitzels get stitches	1st	Closing Opposition	View Ballot	Hadar GoldbergⒸ , Stefan Josipović , Anabel DautovicⓉ
Silver Blue	2nd	Opening Government	View Ballot	Tin PuljićⒸ , Ela Vranić , Dylan BradyⓉ
Papa Smurf is a leader of utopian c	4th	Opening Opposition	View Ballot	Tin PuljićⒸ , Ela Vranić , Dylan BradyⓉ
EJG Hápika	3rd	Closing Government	View Ballot	Tin PuljićⒸ , Ela Vranić , Dylan BradyⓉ
Stealth R Us	1st	Opening Government	View Ballot	Chris Mentis CravarisⒸ , Veronica Minesso
Harvard A	2nd	Opening Opposition	View Ballot	Chris Mentis CravarisⒸ , Veronica Minesso
make words not war	4th	Closing Government	View Ballot	Chris Mentis CravarisⒸ , Veronica Minesso
floccinaucinihilipilification	3rd	Closing Opposition	View Ballot	Chris Mentis CravarisⒸ , Veronica Minesso
Sacher	3rd	Opening Government	View Ballot	Olja BošnjakⒸ , Nadav Barak , Zsombor Kiss
Haifa T&amp;O	1st	Opening Opposition	View Ballot	Olja BošnjakⒸ , Nadav Barak , Zsombor Kiss
AnglerMerkel	2nd	Closing Government	View Ballot	Olja BošnjakⒸ , Nadav Barak , Zsombor Kiss
Munich O&#x27;Galexi	4th	Closing Opposition	View Ballot	Olja BošnjakⒸ , Nadav Barak , Zsombor Kiss
The Twitterati	3rd	Opening Government	View Ballot	Marta VasićⒸ , Hudáky Márton , Stanislaus SteinⓉ
The austrian-dutch coalition	4th	Opening Opposition	View Ballot	Marta VasićⒸ , Hudáky Márton , Stanislaus SteinⓉ
Michal &amp; Dror Weizmann	2nd	Closing Government	View Ballot	Marta VasićⒸ , Hudáky Márton , Stanislaus SteinⓉ
ACS A	1st	Closing Opposition	View Ballot	Marta VasićⒸ , Hudáky Márton , Stanislaus SteinⓉ
MCCXXII	4th	Opening Government	View Ballot	Zarina Bell-GamⒸ , Kristofers Kārlis Krūmiņš , Martin SellⓉ
No analysis? How about you analyze 	2nd	Opening Opposition	View Ballot	Zarina Bell-GamⒸ , Kristofers Kārlis Krūmiņš , Martin SellⓉ
Ljubljana 3 The Movie #1: Spring of	3rd	Closing Government	View Ballot	Zarina Bell-GamⒸ , Kristofers Kārlis Krūmiņš , Martin SellⓉ
roko&#x27;s tabtastic	1st	Closing Opposition	View Ballot	Zarina Bell-GamⒸ , Kristofers Kārlis Krūmiņš , Martin SellⓉ
Purple Panthers	3rd	Opening Government	View Ballot	Anna ShrederⒸ , Michał Boruta , Jasmin GatchevaⓉ
БАТО БРЕ (bro dude for non-balkan p	2nd	Opening Opposition	View Ballot	Anna ShrederⒸ , Michał Boruta , Jasmin GatchevaⓉ
Orange	1st	Closing Government	View Ballot	Anna ShrederⒸ , Michał Boruta , Jasmin GatchevaⓉ
the goodest bois	4th	Closing Opposition	View Ballot	Anna ShrederⒸ , Michał Boruta , Jasmin GatchevaⓉ
Zagreb LR	3rd	Opening Government	View Ballot	Yishai BinnesⒸ , Jaime Smith Rodriguez , Benjamin SpethⓉ
Sciences Po A	4th	Opening Opposition	View Ballot	Yishai BinnesⒸ , Jaime Smith Rodriguez , Benjamin SpethⓉ
LSE A	1st	Closing Government	View Ballot	Yishai BinnesⒸ , Jaime Smith Rodriguez , Benjamin SpethⓉ
Every Time You Reject a POI Jack&#x27;s 	2nd	Closing Opposition	View Ballot	Yishai BinnesⒸ , Jaime Smith Rodriguez , Benjamin SpethⓉ
Oxford B	2nd	Opening Government	View Ballot	Uzair TajuddinⒸ , Zach Godley-McAvoy , Dalma SzékelyⓉ
Speed and Power	3rd	Opening Opposition	View Ballot	Uzair TajuddinⒸ , Zach Godley-McAvoy , Dalma SzékelyⓉ
Tititum	1st	Closing Government	View Ballot	Uzair TajuddinⒸ , Zach Godley-McAvoy , Dalma SzékelyⓉ
The Weber-Garbe Incident	4th	Closing Opposition	View Ballot	Uzair TajuddinⒸ , Zach Godley-McAvoy , Dalma SzékelyⓉ
Harvard B	4th	Opening Government	View Ballot	Caoimhin HamillⒸ , Lara Dragojević , Daniel OchanaⓉ
Fe2O3•nH2O	2nd	Opening Opposition	View Ballot	Caoimhin HamillⒸ , Lara Dragojević , Daniel OchanaⓉ
Two second speakers enter the ring	3rd	Closing Government	View Ballot	Caoimhin HamillⒸ , Lara Dragojević , Daniel OchanaⓉ
Pakao	1st	Closing Opposition	View Ballot	Caoimhin HamillⒸ , Lara Dragojević , Daniel OchanaⓉ
CEU Debate Society	4th	Opening Government	View Ballot	Daan SpacklerⒸ , Boris Dragandzhikov
Oxford A	2nd	Opening Opposition	View Ballot	Daan SpacklerⒸ , Boris Dragandzhikov
Technion I&amp;M	3rd	Closing Government	View Ballot	Daan SpacklerⒸ , Boris Dragandzhikov
This New Yet Unapproachable Vienna	1st	Closing Opposition	View Ballot	Daan SpacklerⒸ , Boris Dragandzhikov
Trucido	1st	Opening Government	View Ballot	Peter WuⒸ , Chen Jo Shulman , Sharon Maidanchik
Burazinios	2nd	Opening Opposition	View Ballot	Peter WuⒸ , Chen Jo Shulman , Sharon Maidanchik
Swing B	3rd	Closing Government	View Ballot	Peter WuⒸ , Chen Jo Shulman , Sharon Maidanchik
Munich B	4th	Closing Opposition	View Ballot	Peter WuⒸ , Chen Jo Shulman , Sharon Maidanchik
USAFA SL &amp; CR	2nd	Opening Government	View Ballot	Radko NedyalkovⒸ , Amelia Potocka , Maarja OsiⓉ
Principled debating	3rd	Opening Opposition	View Ballot	Radko NedyalkovⒸ , Amelia Potocka , Maarja OsiⓉ
Technion K&amp;W	1st	Closing Government	View Ballot	Radko NedyalkovⒸ , Amelia Potocka , Maarja OsiⓉ
Funkalinka drinking Unicum	4th	Closing Opposition	View Ballot	Radko NedyalkovⒸ , Amelia Potocka , Maarja OsiⓉ
POIs on the chat please	2nd	Opening Government	View Ballot	Hadar GoldbergⒸ , Stefan Josipović , Anabel DautovicⓉ
Freedom for Sealand	3rd	Opening Opposition	View Ballot	Hadar GoldbergⒸ , Stefan Josipović , Anabel DautovicⓉ
Take De Bait	4th	Closing Government	View Ballot	Hadar GoldbergⒸ , Stefan Josipović , Anabel DautovicⓉ
Escaping from blue light	1st	Closing Opposition	View Ballot	Tin PuljićⒸ , Ela Vranić , Dylan BradyⓉ
