team	result	side	ballot	adjudicators
Papa Smurf is a leader of utopian c	4th	Closing Opposition	View Ballot	Lara DragojevićⒸ , Dylan Brady
ACS A	1st	Opening Government	View Ballot	Mukhtar TashkenbayevⒸ , Maarja Osi
Munich A	3rd	Opening Opposition	View Ballot	Mukhtar TashkenbayevⒸ , Maarja Osi
Harvard A	2nd	Closing Government	View Ballot	Mukhtar TashkenbayevⒸ , Maarja Osi
No analysis? How about you analyze 	4th	Closing Opposition	View Ballot	Mukhtar TashkenbayevⒸ , Maarja Osi
Funkalinka drinking Unicum	4th	Opening Government	View Ballot	Petra StojanovicⒸ , Daniel Ochana
Sacher	3rd	Opening Opposition	View Ballot	Petra StojanovicⒸ , Daniel Ochana
CEU Debate Society	2nd	Closing Government	View Ballot	Petra StojanovicⒸ , Daniel Ochana
Purple Panthers	1st	Closing Opposition	View Ballot	Petra StojanovicⒸ , Daniel Ochana
The Sun in our hearts	4th	Opening Government	View Ballot	Sinziana StanciuⒸ , Anabel Dautovic , Benjamin Speth
Strijp 1A	2nd	Opening Opposition	View Ballot	Sinziana StanciuⒸ , Anabel Dautovic , Benjamin Speth
The Weber-Garbe Incident	1st	Closing Government	View Ballot	Sinziana StanciuⒸ , Anabel Dautovic , Benjamin Speth
AnglerMerkel	3rd	Closing Opposition	View Ballot	Sinziana StanciuⒸ , Anabel Dautovic , Benjamin Speth
MCCXXII	4th	Opening Government	View Ballot	Stefan JosipovićⒸ , Grzegorz Roguszczak
EJG Barika	2nd	Opening Opposition	View Ballot	Stefan JosipovićⒸ , Grzegorz Roguszczak
Sciences Po A	1st	Closing Government	View Ballot	Stefan JosipovićⒸ , Grzegorz Roguszczak
Still an Open secret	3rd	Closing Opposition	View Ballot	Stefan JosipovićⒸ , Grzegorz Roguszczak
