team	result	side	ballot	adjudicators
HWS MT	3rd	Closing Opposition	View Ballot	Júlia García GüellⒸ , Gage Matthew Geren , Neil Rohan
Middleburry White Hall	1st	Opening Government	View Ballot	Júlia García GüellⒸ , Gage Matthew Geren , Neil Rohan
HWS TT	2nd	Opening Opposition	View Ballot	Júlia García GüellⒸ , Gage Matthew Geren , Neil Rohan
UVM BA	3rd	Opening Government	View Ballot	Gaveal FanⒸ , Nicolas Diaz-Aguilar
UVM SR	2nd	Opening Opposition	View Ballot	Gaveal FanⒸ , Nicolas Diaz-Aguilar
Sherbrooke MG	4th	Closing Government	View Ballot	Gaveal FanⒸ , Nicolas Diaz-Aguilar
SDEC PP	1st	Closing Opposition	View Ballot	Gaveal FanⒸ , Nicolas Diaz-Aguilar
Cornell CO	3rd	Opening Government	View Ballot	Mic LewisⒸ , Tanush Bahl
UVM KS	4th	Opening Opposition	View Ballot	Mic LewisⒸ , Tanush Bahl
Colgate PD	1st	Closing Government	View Ballot	Mic LewisⒸ , Tanush Bahl
Middleburry MG	2nd	Closing Opposition	View Ballot	Mic LewisⒸ , Tanush Bahl
Bard AM	3rd	Opening Government	View Ballot	Rodolfo Flores MendezⒸ , Luis Cacayoren
Cornell SC	2nd	Opening Opposition	View Ballot	Rodolfo Flores MendezⒸ , Luis Cacayoren
UVM BH	4th	Closing Government	View Ballot	Rodolfo Flores MendezⒸ , Luis Cacayoren
HWS KW	1st	Closing Opposition	View Ballot	Rodolfo Flores MendezⒸ , Luis Cacayoren
HWS RT	4th	Opening Government	View Ballot	Meg KandarpaⒸ , Jack Barnhart , Tomek Botwicz
UChicago GM	3rd	Opening Opposition	View Ballot	Meg KandarpaⒸ , Jack Barnhart , Tomek Botwicz
HWS KP	1st	Closing Government	View Ballot	Meg KandarpaⒸ , Jack Barnhart , Tomek Botwicz
UPenn GL	2nd	Closing Opposition	View Ballot	Meg KandarpaⒸ , Jack Barnhart , Tomek Botwicz
Cornell IK	3rd	Opening Government	View Ballot	Pranav AnandⒸ , Lacey Somerville , Linda Wang
USC DK	2nd	Opening Opposition	View Ballot	Pranav AnandⒸ , Lacey Somerville , Linda Wang
USC KF	4th	Closing Government	View Ballot	Pranav AnandⒸ , Lacey Somerville , Linda Wang
Princeton AI	1st	Closing Opposition	View Ballot	Pranav AnandⒸ , Lacey Somerville , Linda Wang
Hybrid NM	3rd	Opening Government	View Ballot	Ruth SilcoffⒸ , Caitlin Dougherty , Javier Pacheco
Princeton LS	4th	Opening Opposition	View Ballot	Ruth SilcoffⒸ , Caitlin Dougherty , Javier Pacheco
Stanford SZ	1st	Closing Government	View Ballot	Ruth SilcoffⒸ , Caitlin Dougherty , Javier Pacheco
Princeton CL	2nd	Closing Opposition	View Ballot	Ruth SilcoffⒸ , Caitlin Dougherty , Javier Pacheco
Princeton HP	2nd	Opening Government	View Ballot	Eli PallrandⒸ , Elijah Fontem , Hilary Tackie
Swarthmore BD	4th	Opening Opposition	View Ballot	Eli PallrandⒸ , Elijah Fontem , Hilary Tackie
Duke BC	1st	Closing Government	View Ballot	Eli PallrandⒸ , Elijah Fontem , Hilary Tackie
Rochester NI	3rd	Closing Opposition	View Ballot	Eli PallrandⒸ , Elijah Fontem , Hilary Tackie
Stanford AC	1st	Opening Government	View Ballot	Jacob SilcoffⒸ , Aurora Zhang , Ben Kim
Hybrid SA	2nd	Opening Opposition	View Ballot	Jacob SilcoffⒸ , Aurora Zhang , Ben Kim
Stanford KZ	3rd	Closing Government	View Ballot	Jacob SilcoffⒸ , Aurora Zhang , Ben Kim
Princeton CG	4th	Closing Opposition	View Ballot	Jacob SilcoffⒸ , Aurora Zhang , Ben Kim
Rochester KL	3rd	Opening Government	View Ballot	Clarence BrontëⒸ , Haki Sangha , Manahil Jafri
SDEC CL	2nd	Opening Opposition	View Ballot	Clarence BrontëⒸ , Haki Sangha , Manahil Jafri
UVM PS	4th	Closing Government	View Ballot	Clarence BrontëⒸ , Haki Sangha , Manahil Jafri
Stanford QY	1st	Closing Opposition	View Ballot	Clarence BrontëⒸ , Haki Sangha , Manahil Jafri
Cornell SO	3rd	Opening Government	View Ballot	Owen WebsterⒸ , Lucas Amaral
Cornell SE	2nd	Opening Opposition	View Ballot	Owen WebsterⒸ , Lucas Amaral
SDEC CM	4th	Closing Government	View Ballot	Owen WebsterⒸ , Lucas Amaral
USC LJ	1st	Closing Opposition	View Ballot	Owen WebsterⒸ , Lucas Amaral
