Rk	name	category	team	R1	R2	R3	R4	R5	Total	Avg	Stdev
161=	Anna Sawicka		TCD Hist A	77	76	71	74	75	373	74.60	2.06
161=	Reki Ueda	ESL	Palm	76	73	75	76	73	373	74.60	1.36
168=	Sara Burazer Turko	ESL	Split Otrova u chay	75	71	73	76	77	372	74.40	2.15
168=	Jola Schmidt		Munich Pēgasos	73	73	75	76	75	372	74.40	1.20
168=	Florencia Atria	ESL	Chile Flo and Peralta Inc.	75	74	77	76	70	372	74.40	2.42
168=	Bauke Post	ESL, Novice	Sciences Po Wawaweewa	77	76	69	78	72	372	74.40	3.38
168=	Martha Kliemt	ESL	Berlin A	75	75	76	73	73	372	74.40	1.20
168=	Michael Criollo	ESL, Novice	Budapest A	75	75	74	74	74	372	74.40	0.49
168=	Jaodun Muntasir	ESL, Novice	Budapest A	75	76	74	73	74	372	74.40	1.02
175=	Michelle	ESL, Novice, Schools	UCLA Opinionators	74	77	72	72	76	371	74.20	2.04
175=	Andrew Liang	Schools	Chicago LW	71	75	74	75	76	371	74.20	1.72
175=	Chelsey Dong	Novice	Monash D	74	74	75	75	73	371	74.20	0.75
175=	Satoshi Inoue	ESL, Novice	Tokyo Climb up the debating ladder	75	76	75	72	73	371	74.20	1.47
179=	Benjamin Speth	ESL	Munich Pēgasos	74	73	73	75	75	370	74.00	0.89
179=	Haiying Lu	ESL	Aalto Finnished	75	76	73	75	71	370	74.00	1.79
181=	My Linh Nguyen		Aalto Finnished	74	75	73	76	71	369	73.80	1.72
181=	Ji Han (Chris) Lim	Novice	Seoul Chimaek	75	74	74	72	74	369	73.80	0.98
181=	Hyeonggeun Kim	ESL, Novice	Seoul Chimaek	75	74	73	72	75	369	73.80	1.17
181=	Emma Zaoli		Durham WE	72	76	74	76	71	369	73.80	2.04
185	Chanel	ESL, Novice, Schools	UCLA Opinionators	72	76	71	73	76	368	73.60	2.06
186	Shay Milner	ESL	BGU DNS	71	71	73	75	77	367	73.40	2.33
187=	yael mor-haim	ESL	BGU strategic 4th	77	69	71	75	74	366	73.20	2.86
187=	Roy Makita	ESL, Novice, Schools	HGHS no solvency	70	75	76	73	72	366	73.20	2.14
187=	Dor raz	ESL	BGU DNS	71	70	73	75	77	366	73.20	2.56
187=	Yuki Saito	ESL	Tokyo Climb up the debating ladder	73	76	75	70	72	366	73.20	2.14
187=	roey lavie sturm	ESL	BGU strategic 4th	76	70	70	76	74	366	73.20	2.71
192	Elena Xu	ESL, Novice	Skyrocket	70	75	73	78	68	364	72.80	3.54
193	Amanda Ma	ESL, Novice	Skyrocket	71	76	72	76	67	362	72.40	3.38
194=	Gerge Aravosis	ESL	Athens A	—	81	84	81	79	325	81.25	1.79
194=	Panagiotis Gkouvelis	ESL	Athens A	—	80	84	81	80	325	81.25	1.64
196	Tamar Ben Meir	ESL	TAU Swing A	78	80	83	82	—	323	80.75	1.92
197	Hadar Goldberg	ESL	TAU Swing A	76	79	82	81	—	318	79.50	2.29
198	Jenna Hong		Harvard CH	—	79	78	80	77	314	78.50	1.12
199=	Speaker A2		Swing A	76	79	77	80	—	312	78.00	1.58
199=	Megha Rahman	ESL	IUB Birdie Association	77	80	76	79	—	312	78.00	1.58
199=	Ahmad Howard		Chicago HP	76	84	74	78	—	312	78.00	3.74
202=	Ishan Bhatt		Harvard BB	76	80	77	77	—	310	77.50	1.50
202=	Anh Cao		Harvard CH	—	77	77	79	77	310	77.50	0.87
204	Rob Fitzpatrick		UCD L&amp;H A	77	—	76	75	78	306	76.50	1.12
205	Roi Cohen	ESL	TAU R&amp;O	77	76	75	76	—	304	76.00	0.71
206	Franka Logarić	ESL	Zagreb LF	—	77	73	78	75	303	75.75	1.92
207	Molly Carroll		TCD Hist A	76	76	73	76	—	301	75.25	1.30
208=	David Moscovici	ESL	Bucharest B(ulgaria should be in Schengen)	—	76	73	75	76	300	75.00	1.22
208=	Jumana Tanuja	ESL	BUET No name cause our minds went blank	77	73	77	—	73	300	75.00	2.00
208=	Adi Ram		Chicago RJ	78	77	69	76	—	300	75.00	3.54
211	Peter Jedro		TCD Hist B	74	—	75	74	76	299	74.75	0.83
212	Katarina Maljković	ESL	Split Otrova u chay	76	72	75	75	—	298	74.50	1.50
213	Rachel Chen		TCD Hist B	72	—	76	75	74	297	74.25	1.48
214	Junghyun Min	ESL	Korea Fish bread with red beans	76	75	71	74	—	296	74.00	1.87
215=	Teodora Simion	ESL	Bucharest B(ulgaria should be in Schengen)	—	75	72	73	75	295	73.75	1.30
215=	Yuki Yamashita	ESL	Tokyo YY	72	76	72	75	—	295	73.75	1.79
217	Xiyue Yang	ESL, Novice	CEU	—	69	67	74	76	286	71.50	3.64
218	Juanita Ariza Guzman	ESL, Novice	CEU	—	68	66	73	75	282	70.50	3.64
219	Speaker A1		Swing A	—	79	77	78	—	234	78.00	0.82
220	Or Toledano		Swing TAU Ayy	—	79	76	77	—	232	77.33	1.25
221	Aviv Bar-Or		Swing TAU Ayy	—	78	76	76	—	230	76.67	0.94
222	Nir Amin		Harvard BB	—	—	75	77	75	227	75.67	0.94
223	Yuriko Hirai	ESL	Tokyo YY	—	76	73	77	—	226	75.33	1.70
224=	Ishmam Tasnim	ESL	BUET B	—	74	72	74	—	220	73.33	0.94
224=	M Abrar Muhit	ESL	BUET B	—	75	71	74	—	220	73.33	1.70
226=	Mehak	Novice	Ambedkar I can&#x27;t	73	74	71	—	—	218	72.67	1.25
226=	Harsidak Chawla	Novice	Ambedkar I can&#x27;t	74	73	71	—	—	218	72.67	1.25
228	Nir Amin		Harvard AS	76	78	—	—	—	154	77.00	1.00
229	Roy Tiefer	Novice	Chicago MP	—	—	74	79	—	153	76.50	2.50
230	Amy Cox		TCD Phil B	75	77	—	—	—	152	76.00	1.00
231	Jaeoh Wi		Korea Fish bread with red beans	—	—	71	76	—	147	73.50	2.50
232	Speaker B2		Swing B	—	—	68	74	—	142	71.00	3.00
233	Speaker B1		Swing B	—	—	69	72	—	141	70.50	1.50
234	Sriram		Manthan you&#x27;re on your own kid	—	—	—	78	—	78	78.00	0.00
235=	Benjamin Goh		Cambridge SG	77	—	—	—	—	77	77.00	0.00
235=	Speaker C2		Swing C	—	—	—	77	—	77	77.00	0.00
237=	Samuel Soh		Cambridge SG	76	—	—	—	—	76	76.00	0.00
237=	Speaker C1		Swing C	—	—	—	76	—	76	76.00	0.00
239	Isabelle Healy		TCD Phil B	75	—	—	—	—	75	75.00	0.00
240=	Siddharth Satish	Novice	Harvard AS	—	—	—	—	—	—	—	—
240=	Brian Kam	ESL	Comrade Legasov	—	—	—	—	—	—	—	—
240=	Alexandru-Cristian Calin	Novice	Manchester A	—	—	—	—	—	—	—	—
240=	Arrietty de Xi	ESL	Manchester A	—	—	—	—	—	—	—	—
240=	Zoe Wang	Novice	Comrade Legasov	—	—	—	—	—	—	—	—
