team	result	side	ballot	adjudicators
UCD LawSoc A	2nd	Opening Government	View Ballot	Marta VasićⒸ , Artem Samarsky , Zach Godley-McAvoy
EUDU DM	4th	Opening Opposition	View Ballot	Marta VasićⒸ , Artem Samarsky , Zach Godley-McAvoy
Zagreb A	1st	Closing Government	View Ballot	Marta VasićⒸ , Artem Samarsky , Zach Godley-McAvoy
RRIS A	3rd	Closing Opposition	View Ballot	Marta VasićⒸ , Artem Samarsky , Zach Godley-McAvoy
Technion B	3rd	Opening Government	View Ballot	Miriam KalmanⒸ , Freddy Simonnet-Lefevre , Uzair Tajuddin
Zagreb B	2nd	Opening Opposition	View Ballot	Miriam KalmanⒸ , Freddy Simonnet-Lefevre , Uzair Tajuddin
EUDU SW	4th	Closing Government	View Ballot	Miriam KalmanⒸ , Freddy Simonnet-Lefevre , Uzair Tajuddin
Oxford F	1st	Closing Opposition	View Ballot	Miriam KalmanⒸ , Freddy Simonnet-Lefevre , Uzair Tajuddin
CHU A	1st	Opening Government	View Ballot	Tik SzeⒸ , Colson Merrill , Inbal spigel , Yael SolanⓉ
Sciences Po C	3rd	Opening Opposition	View Ballot	Tik SzeⒸ , Colson Merrill , Inbal spigel , Yael SolanⓉ
Split A	2nd	Closing Government	View Ballot	Tik SzeⒸ , Colson Merrill , Inbal spigel , Yael SolanⓉ
RRIS C	4th	Closing Opposition	View Ballot	Tik SzeⒸ , Colson Merrill , Inbal spigel , Yael SolanⓉ
Swing G	3rd	Opening Government	View Ballot	Oren ShachamⒸ , Hüseyin Umut Berkmen-Serin , Yiyi Li , Julian van HeeⓉ
BIU B	4th	Opening Opposition	View Ballot	Oren ShachamⒸ , Hüseyin Umut Berkmen-Serin , Yiyi Li , Julian van HeeⓉ
Porto B	2nd	Closing Government	View Ballot	Oren ShachamⒸ , Hüseyin Umut Berkmen-Serin , Yiyi Li , Julian van HeeⓉ
Swing KCL (2)	1st	Closing Opposition	View Ballot	Oren ShachamⒸ , Hüseyin Umut Berkmen-Serin , Yiyi Li , Julian van HeeⓉ
Bristol A	4th	Opening Government	View Ballot	Matt CaitoⒸ , Flora Baek , Nir Kligsberg
DK Wien C	3rd	Opening Opposition	View Ballot	Matt CaitoⒸ , Flora Baek , Nir Kligsberg
Oxford B	2nd	Closing Government	View Ballot	Matt CaitoⒸ , Flora Baek , Nir Kligsberg
Belgrade C	1st	Closing Opposition	View Ballot	Matt CaitoⒸ , Flora Baek , Nir Kligsberg
Bucharest B	3rd	Opening Government	View Ballot	Marcus ChoyⒸ , Irad Zehavi , Shirel Ladyjensky , Sullivan Chan , Emma EngelⓉ
TCD Phil C	1st	Opening Opposition	View Ballot	Marcus ChoyⒸ , Irad Zehavi , Shirel Ladyjensky , Sullivan Chan , Emma EngelⓉ
UCL B	4th	Closing Government	View Ballot	Marcus ChoyⒸ , Irad Zehavi , Shirel Ladyjensky , Sullivan Chan , Emma EngelⓉ
PEP A	2nd	Closing Opposition	View Ballot	Marcus ChoyⒸ , Irad Zehavi , Shirel Ladyjensky , Sullivan Chan , Emma EngelⓉ
Durham B	2nd	Opening Government	View Ballot	Oren AminofⒸ , Ella O&#x27;Neill , Régis Gourdel , Tzippy WinterⓉ
Haifa B	3rd	Opening Opposition	View Ballot	Oren AminofⒸ , Ella O&#x27;Neill , Régis Gourdel , Tzippy WinterⓉ
ACG A	4th	Closing Government	View Ballot	Oren AminofⒸ , Ella O&#x27;Neill , Régis Gourdel , Tzippy WinterⓉ
Swing Trivium	1st	Closing Opposition	View Ballot	Oren AminofⒸ , Ella O&#x27;Neill , Régis Gourdel , Tzippy WinterⓉ
HUJI B	3rd	Opening Government	View Ballot	Udai KamathⒸ , Atyia Al-Hammud , Nikola Michaylov
Berlin A	2nd	Opening Opposition	View Ballot	Udai KamathⒸ , Atyia Al-Hammud , Nikola Michaylov
Oxford G	4th	Closing Government	View Ballot	Udai KamathⒸ , Atyia Al-Hammud , Nikola Michaylov
Sciences Po A	1st	Closing Opposition	View Ballot	Udai KamathⒸ , Atyia Al-Hammud , Nikola Michaylov
Singidunum A	3rd	Opening Government	View Ballot	Ruth Selorme AcolatseⒸ , Lee Wei Kang , Nevo Werner-Reiss , Iris kahnⓉ
ASDV Bonaparte A	1st	Opening Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Lee Wei Kang , Nevo Werner-Reiss , Iris kahnⓉ
Bristol B	4th	Closing Government	View Ballot	Ruth Selorme AcolatseⒸ , Lee Wei Kang , Nevo Werner-Reiss , Iris kahnⓉ
Zagreb D	2nd	Closing Opposition	View Ballot	Ruth Selorme AcolatseⒸ , Lee Wei Kang , Nevo Werner-Reiss , Iris kahnⓉ
OpenU C	3rd	Opening Government	View Ballot	Anna ShrederⒸ , Alastair Bowyer , Rick Tan
DK Wien A	2nd	Opening Opposition	View Ballot	Anna ShrederⒸ , Alastair Bowyer , Rick Tan
TCD Hist HW	4th	Closing Government	View Ballot	Anna ShrederⒸ , Alastair Bowyer , Rick Tan
Weizmann C	1st	Closing Opposition	View Ballot	Anna ShrederⒸ , Alastair Bowyer , Rick Tan
Tel Aviv B	1st	Opening Government	View Ballot	Tal RatnerⒸ , Conor Dolan , Guyberli van Thuijl , Doriana GheorgheⓉ
AUEB A	2nd	Opening Opposition	View Ballot	Tal RatnerⒸ , Conor Dolan , Guyberli van Thuijl , Doriana GheorgheⓉ
Manchester A	4th	Closing Government	View Ballot	Tal RatnerⒸ , Conor Dolan , Guyberli van Thuijl , Doriana GheorgheⓉ
OpenU D	3rd	Closing Opposition	View Ballot	Tal RatnerⒸ , Conor Dolan , Guyberli van Thuijl , Doriana GheorgheⓉ
TCD Hist AH	1st	Opening Government	View Ballot	Alexander FraserⒸ , Alexandra Radeva , Elaye Karstadt
Ljubljana A	2nd	Opening Opposition	View Ballot	Alexander FraserⒸ , Alexandra Radeva , Elaye Karstadt
Tel Aviv O&amp;Y	3rd	Closing Government	View Ballot	Alexander FraserⒸ , Alexandra Radeva , Elaye Karstadt
EUDU MD	4th	Closing Opposition	View Ballot	Alexander FraserⒸ , Alexandra Radeva , Elaye Karstadt
Athens A	1st	Opening Government	View Ballot	Dylan McCarthyⒸ , Amelia Potocka , Frederico Oliveira
DK Wien B	2nd	Opening Opposition	View Ballot	Dylan McCarthyⒸ , Amelia Potocka , Frederico Oliveira
CBS A	4th	Closing Government	View Ballot	Dylan McCarthyⒸ , Amelia Potocka , Frederico Oliveira
KBS Ukraine A	3rd	Closing Opposition	View Ballot	Dylan McCarthyⒸ , Amelia Potocka , Frederico Oliveira
Warsaw A	1st	Opening Government	View Ballot	Mischa WatsonⒸ , Mick Haselager , Naveh Raz , Josh HazeldenⓉ
IHU A	4th	Opening Opposition	View Ballot	Mischa WatsonⒸ , Mick Haselager , Naveh Raz , Josh HazeldenⓉ
BIU A	2nd	Closing Government	View Ballot	Mischa WatsonⒸ , Mick Haselager , Naveh Raz , Josh HazeldenⓉ
RRIS D	3rd	Closing Opposition	View Ballot	Mischa WatsonⒸ , Mick Haselager , Naveh Raz , Josh HazeldenⓉ
BGU C	2nd	Opening Government	View Ballot	Yonatan KlyinerⒸ , Hannah Edwards , Niall Dinneen , Cem KIRAL ACEKAⓉ , Uroš VeličkovićⓉ
EDS A	1st	Opening Opposition	View Ballot	Yonatan KlyinerⒸ , Hannah Edwards , Niall Dinneen , Cem KIRAL ACEKAⓉ , Uroš VeličkovićⓉ
Colman A&amp;S	4th	Closing Government	View Ballot	Yonatan KlyinerⒸ , Hannah Edwards , Niall Dinneen , Cem KIRAL ACEKAⓉ , Uroš VeličkovićⓉ
Leiden A	3rd	Closing Opposition	View Ballot	Yonatan KlyinerⒸ , Hannah Edwards , Niall Dinneen , Cem KIRAL ACEKAⓉ , Uroš VeličkovićⓉ
TCD Phil A	2nd	Opening Government	View Ballot	Olja BošnjakⒸ , Peter Wu , Ya&#x27;arit Segal
BGU B	4th	Opening Opposition	View Ballot	Olja BošnjakⒸ , Peter Wu , Ya&#x27;arit Segal
EUDU MS	1st	Closing Government	View Ballot	Olja BošnjakⒸ , Peter Wu , Ya&#x27;arit Segal
Nottingham A	3rd	Closing Opposition	View Ballot	Olja BošnjakⒸ , Peter Wu , Ya&#x27;arit Segal
Tel Aviv E&amp;R	2nd	Opening Government	View Ballot	Pjotr KosterⒸ , Brian Kam , Marta Sanz Wawer , Noam LevinⓉ
Imperial A	1st	Opening Opposition	View Ballot	Pjotr KosterⒸ , Brian Kam , Marta Sanz Wawer , Noam LevinⓉ
Athens B	4th	Closing Government	View Ballot	Pjotr KosterⒸ , Brian Kam , Marta Sanz Wawer , Noam LevinⓉ
Cambridge A	3rd	Closing Opposition	View Ballot	Pjotr KosterⒸ , Brian Kam , Marta Sanz Wawer , Noam LevinⓉ
